key_row,regiontype,regionname,statename,home_value,home_value_rounded,home_value_change_mm,home_value_change_yy,2016_median_home_value,2017_median_home_value,2018_median_home_value,2019_median_home_value,2020_median_home_value,2021_median_home_value,2022_median_home_value,2023_median_home_value,2024_median_home_value,2025_median_home_value,date,forecastyoypctchange,top_tier,bottom_tier,sale_price,listing_price,current_days_to_pending,dtp_month,days_to_pending,inventory,clean_regionname,zestimate_accuracy,zillow_on_market_median_error,zillow_on_market_properties,zillow_on_market_within_5,zillow_on_market_within_10,zillow_on_market_within_20,zillow_off_market_median_error,zillow_off_market_properties,zillow_off_market_within_5,zillow_off_market_within_10,zillow_off_market_within_20,home_value_one_bed,home_value_two_bed,home_value_three_bed,home_value_four_bed,home_value_five_bed
kahului_hi,metro,"Kahului, HI",HI,1050949.43,1051000.00,-0.26,2.66,572781.86,600500.54,631909.04,660289.45,689885.53,792224.90,1000922.65,1006671.27,1056821.73,1052335.29,"February 28, 2025",2.20,1743834.47,670414.77,1130000.00,1138333.00,58.00,February 25,42.33,1274.00,kahului,"March 2, 2025",1.86,8700.00,83.67,95.17,98.90,7.83,525000.00,35.11,59.46,82.63,747179.37,957416.37,1092989.12,1334653.97,1428716.61
alexandria_la,metro,"Alexandria, LA",LA,152518.92,153000.00,1.23,4.54,128075.23,127663.56,132305.06,134285.74,138502.71,142872.24,147737.40,151718.83,146700.71,151594.41,"February 28, 2025",-3.30,261244.56,71083.68,160001.00,222583.00,59.00,February 25,35.25,407.00,alexandria,"March 2, 2025",2.05,21900.00,82.03,94.11,98.01,9.02,1500000.00,33.00,53.52,74.34,73566.25,87823.11,173246.83,292620.81,384020.73
pottsville_pa,metro,"Pottsville, PA",PA,142109.44,142000.00,0.37,8.77,72484.34,73674.84,78392.46,80516.87,87069.72,109028.06,118983.27,122896.12,137223.15,141845.69,"February 28, 2025",4.10,261211.89,69715.59,89000.00,143467.00,24.00,February 25,13.83,365.00,pottsville,"March 2, 2025",2.52,37000.00,75.53,92.77,98.26,9.39,4600000.00,30.19,52.31,75.61,97554.47,104599.81,143283.90,186391.68,144089.69
albany_ga,metro,"Albany, GA",GA,154321.26,154000.00,0.13,4.22,88365.11,85388.28,91687.24,95677.37,102515.60,116806.27,136534.34,143582.02,154006.46,154224.83,"February 28, 2025",2.90,277960.88,69259.36,202900.00,179900.00,44.00,February 25,44.44,452.00,albany,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,62127.83,60328.12,148310.59,271183.90,369564.93
hattiesburg_ms,metro,"Hattiesburg, MS",MS,198683.53,199000.00,0.21,4.31,138243.95,137497.82,145461.13,149991.45,155037.70,170767.76,184231.91,190083.43,195898.08,198474.74,"February 28, 2025",-0.60,323017.06,109770.02,233000.00,276333.00,40.00,February 25,31.00,511.00,hattiesburg,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,111602.63,124379.04,208218.23,317555.39,274967.55
jefferson_city_mo,metro,"Jefferson City, MO",MO,248479.57,248000.00,0.51,6.50,141412.77,147467.00,159607.38,165176.82,171361.90,198038.62,222175.33,227862.07,240572.58,247848.24,"February 28, 2025",1.60,401988.43,153342.27,248950.00,281600.00,15.00,February 25,9.83,308.00,jefferson city,"March 2, 2025",2.23,27800.00,79.74,94.22,98.57,8.16,2300000.00,34.12,57.21,79.74,131809.26,162464.37,242004.81,314041.77,397930.26
monroe_mi,metro,"Monroe, MI",MI,244499.27,244000.00,0.42,3.56,154790.20,162974.57,168512.70,178108.45,183594.65,207885.20,223226.79,228740.84,240161.12,243984.10,"February 28, 2025",0.10,357143.47,162659.05,226500.00,251750.00,29.00,February 25,17.58,298.00,monroe,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,116945.63,164639.16,243017.02,317277.73,347383.94
elizabethtown_ky,metro,"Elizabethtown, KY",KY,230198.94,230000.00,0.94,6.82,123348.75,130063.53,137878.07,144559.33,154153.29,179918.50,204713.80,213284.52,221556.58,229126.72,"February 28, 2025",3.30,338007.19,147927.75,262000.00,293633.00,39.00,February 25,27.83,530.00,elizabethtown,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,117932.83,156549.09,245643.16,328403.88,411335.46
concord_nh,metro,"Concord, NH",NH,455041.40,455000.00,0.38,6.83,218194.58,232086.66,248880.15,258253.29,276102.43,340227.56,391462.81,404985.30,440720.06,454191.38,"February 28, 2025",4.20,629172.88,340354.48,,492200.00,11.00,February 25,8.50,189.00,concord,"March 2, 2025",2.52,4600.00,76.49,93.44,98.59,7.66,600500.00,35.24,60.22,82.96,268295.17,359339.00,471313.87,581437.88,672428.33
texarkana_tx,metro,"Texarkana, TX",TX,166002.69,166000.00,0.06,-1.55,116620.37,116672.93,124578.66,127939.76,135795.26,153515.63,170601.34,167649.71,168475.51,165953.33,"February 28, 2025",-2.20,291819.42,80519.28,193250.00,231133.00,68.00,February 25,42.33,577.00,texarkana,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,103869.86,192201.08,308403.08,622446.91
wichita_falls_tx,metro,"Wichita Falls, TX",TX,165246.72,165000.00,0.22,3.43,91406.24,93585.06,99939.06,104861.81,112377.88,132885.17,157011.40,157773.51,162093.58,165066.62,"February 28, 2025",1.20,284203.77,85117.87,179705.00,201633.00,62.00,February 25,41.33,753.00,wichita falls,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,55119.31,82862.89,170791.57,277141.32,381599.93
morgantown_wv,metro,"Morgantown, WV",WV,224699.97,225000.00,0.54,4.43,168390.43,169571.66,172552.82,174216.31,177301.56,196817.09,207417.57,212528.98,220677.04,224091.91,"February 28, 2025",-1.00,369080.37,132453.56,250000.00,305700.00,32.00,February 25,17.83,212.00,morgantown,"March 2, 2025",2.37,4600.00,76.31,92.23,97.43,10.33,632700.00,28.44,48.96,71.21,118871.81,159591.19,229495.41,352350.55,482084.77
the_villages_fl,metro,"The Villages, FL",FL,396329.52,396000.00,-0.22,-0.58,249409.71,252631.63,263821.90,281292.42,292166.03,304865.72,413514.88,408248.40,398698.18,396772.59,"February 28, 2025",-0.50,585855.48,294705.72,406000.00,399633.00,47.00,February 25,41.42,735.00,the villages,"March 2, 2025",1.95,283000.00,84.73,95.36,98.69,6.85,9400000.00,39.13,64.03,85.21,185322.18,289122.91,418007.43,490820.66,523772.45
eureka_ca,metro,"Eureka, CA",CA,423104.22,423000.00,-0.43,-2.91,322016.22,349996.87,367113.70,387874.25,394411.24,431000.64,469511.31,456541.06,435899.15,424020.20,"February 28, 2025",-4.80,566209.68,318280.02,403000.00,450483.00,,February 25,,397.00,eureka,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,303358.43,357601.42,447995.39,529883.31,579872.13
johnstown_pa,metro,"Johnstown, PA",PA,105367.95,105000.00,-0.79,-0.72,90850.99,90291.70,95286.17,102679.82,108663.35,113273.32,123361.19,120143.48,106183.37,105787.10,"February 28, 2025",-6.50,185571.67,54882.95,100950.00,118417.00,24.00,February 25,13.92,225.00,johnstown,"March 2, 2025",2.52,37000.00,75.53,92.77,98.26,9.39,4600000.00,30.19,52.31,75.61,171067.41,73529.96,120085.48,150653.88,499051.05
yuba_city_ca,metro,"Yuba City, CA",CA,423988.91,424000.00,-0.14,2.26,226839.90,253427.87,279400.05,293221.62,312452.49,378020.03,423824.38,408979.58,423000.21,424285.69,"February 28, 2025",-0.10,538714.41,319516.46,405000.00,457333.00,37.00,February 25,22.75,387.00,yuba city,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,213685.45,278181.96,404427.23,488909.72,564994.23
odessa_tx,metro,"Odessa, TX",TX,238235.73,238000.00,0.44,6.17,165508.92,161818.34,170414.69,200699.47,223182.90,220790.46,217662.52,218193.69,232131.61,237713.05,"February 28, 2025",-4.10,334864.26,160735.71,230000.00,279830.00,47.00,February 25,47.00,368.00,odessa,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,159646.65,249178.04,333280.27,402380.26
la_crosse_wi,metro,"La Crosse, WI",WI,293033.33,293000.00,0.13,5.10,170706.44,179776.45,188768.34,198516.14,208587.67,235409.44,262456.58,275735.10,287203.33,292841.67,"February 28, 2025",1.30,427533.69,205393.31,252000.00,296567.00,13.00,February 25,8.67,201.00,la crosse,"March 2, 2025",2.52,19000.00,75.80,93.64,98.71,7.99,2200000.00,34.28,58.33,80.93,152305.06,213893.37,282293.67,346024.40,413504.79
pittsfield_ma,metro,"Pittsfield, MA",MA,363474.48,363000.00,0.49,4.32,200938.05,204595.85,211845.58,220342.10,230576.35,278663.80,322382.45,337113.11,354864.42,362595.79,"February 28, 2025",3.50,654757.21,241617.51,343750.00,433000.00,45.00,February 25,28.00,388.00,pittsfield,"March 2, 2025",2.63,14400.00,75.14,94.06,99.21,7.16,2300000.00,37.20,63.25,85.73,209995.90,284837.29,350929.04,484144.99,695404.47
wausau_wi,metro,"Wausau, WI",WI,235759.10,236000.00,0.80,8.54,132477.45,138535.82,147280.76,157090.75,166827.43,182449.51,196100.38,212702.11,225851.06,234828.79,"February 28, 2025",1.70,344533.34,153830.02,190000.00,248450.00,30.00,February 25,31.50,316.00,wausau,"March 2, 2025",2.52,19000.00,75.80,93.64,98.71,7.99,2200000.00,34.28,58.33,80.93,119089.51,165946.50,235489.62,275064.98,332110.55
bismarck_nd,metro,"Bismarck, ND",ND,332526.18,333000.00,0.33,4.53,258860.76,255533.24,255199.86,257287.07,261318.75,280376.19,306097.69,314720.37,321717.67,331976.63,"February 28, 2025",-0.80,489037.35,224030.64,310000.00,403133.00,29.00,February 25,18.92,289.00,bismarck,"March 2, 2025",1.67,3100.00,86.05,95.74,98.67,6.78,226700.00,39.86,63.48,83.62,128261.51,236259.69,301138.10,353306.34,451440.16
springfield_oh,metro,"Springfield, OH",OH,185281.11,185000.00,0.59,8.90,90662.45,96144.45,102875.45,109450.89,117698.49,139885.55,154872.93,162921.15,177645.86,184740.97,"February 28, 2025",3.40,297068.97,111629.83,165650.00,200933.00,25.00,February 25,12.67,373.00,springfield,"March 2, 2025",2.36,43200.00,77.76,93.54,98.22,8.75,4200000.00,32.05,54.77,77.51,84397.23,132414.79,193305.76,266117.17,309583.71
battle_creek_mi,metro,"Battle Creek, MI",MI,172885.05,173000.00,0.45,6.19,87490.20,93792.17,97327.90,109830.45,117797.89,141637.41,154144.90,158361.14,169287.00,172498.28,"February 28, 2025",2.50,283190.63,98203.77,149950.00,185783.00,27.00,February 25,14.75,340.00,battle creek,"March 2, 2025",2.48,30200.00,76.55,93.20,98.34,8.81,3800000.00,31.69,54.57,77.45,91267.36,124155.78,186332.68,239204.09,284137.66
lebanon_pa,metro,"Lebanon, PA",PA,287242.07,287000.00,0.56,6.05,166664.48,170931.96,178547.93,187311.94,197614.70,224455.59,251808.78,263503.15,278503.47,286446.50,"February 28, 2025",2.00,438799.11,201606.28,270000.00,285600.00,13.00,February 25,8.17,189.00,lebanon,"March 2, 2025",2.52,37000.00,75.53,92.77,98.26,9.39,4600000.00,30.19,52.31,75.61,171067.41,229301.06,278168.13,404325.02,440882.17
tupelo_ms,metro,"Tupelo, MS",MS,172975.37,173000.00,0.77,5.17,126942.02,129466.14,126372.61,129234.48,134675.89,149532.18,164320.93,163820.20,167616.23,172318.56,"February 28, 2025",0.00,283173.14,104474.09,,249958.00,,February 25,,463.00,tupelo,"March 2, 2025",1.97,11000.00,81.79,93.99,98.07,7.18,872100.00,38.84,60.67,79.37,102043.28,131566.91,203952.14,311281.59,420822.11
jamestown_ny,metro,"Jamestown, NY",NY,161864.05,162000.00,0.31,7.01,85756.30,88035.03,90706.28,95056.10,102875.82,123975.24,144029.72,147557.76,157212.09,161617.68,"February 28, 2025",3.40,286249.34,95765.80,150000.00,178317.00,45.00,February 25,20.17,250.00,jamestown,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,135435.77,137621.91,158529.27,190925.76,258878.25
st_george_ut,metro,"St. George, UT",UT,520769.17,521000.00,0.09,1.68,248664.90,271420.76,302059.10,324680.85,347396.74,449191.23,529770.34,511215.50,515209.90,520527.52,"February 28, 2025",1.60,781030.58,374805.57,533500.00,608333.00,47.00,February 25,35.42,1544.00,st george,"March 2, 2025",1.32,25300.00,91.77,98.04,99.55,5.17,1200000.00,48.77,74.98,92.05,233329.90,346557.46,455862.39,613907.77,785289.60
carbondale_il,metro,"Carbondale, IL",IL,130688.29,131000.00,0.51,4.23,98023.27,99624.03,100954.63,107291.07,106992.94,114793.29,124024.37,124536.52,126715.83,130358.42,"February 28, 2025",-2.20,245904.94,62470.63,173250.00,166067.00,31.00,February 25,20.50,485.00,carbondale,"March 2, 2025",2.21,45300.00,80.30,94.85,98.74,8.18,4300000.00,33.85,57.38,79.92,183547.01,77089.89,155354.59,228306.33,534738.60
valdosta_ga,metro,"Valdosta, GA",GA,202434.49,202000.00,0.30,5.06,116229.74,114723.85,119774.61,126902.98,133946.28,153286.83,178952.89,189672.19,198456.70,202133.77,"February 28, 2025",2.60,318816.05,100496.92,228809.00,263450.00,49.00,February 25,42.25,453.00,valdosta,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,117201.46,118061.90,209044.28,309773.95,473493.81
el_centro_ca,metro,"El Centro, CA",CA,355454.39,355000.00,0.68,6.51,198542.40,212089.26,223640.30,239227.63,252906.07,283332.49,310950.35,321403.31,342619.99,354262.32,"February 28, 2025",1.40,445794.72,264326.60,,363150.00,21.00,February 25,15.42,216.00,el centro,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,492389.18,241644.47,345799.69,410783.44,1281787.18
altoona_pa,metro,"Altoona, PA",PA,166180.73,166000.00,0.80,5.34,130549.08,138067.59,135217.11,135657.64,146919.90,155305.80,157091.87,155770.16,161066.51,165518.78,"February 28, 2025",-2.40,268751.64,93893.81,135000.00,162783.00,,February 25,,245.00,altoona,"March 2, 2025",2.52,37000.00,75.53,92.77,98.26,9.39,4600000.00,30.19,52.31,75.61,171067.41,130459.36,164717.24,219542.92,279645.47
glens_falls_ny,metro,"Glens Falls, NY",NY,277202.29,277000.00,-0.00,4.32,167283.92,171453.41,177847.47,182478.63,190144.34,222242.83,248503.01,257265.35,274492.64,277207.01,"February 28, 2025",1.90,477925.94,177801.49,262950.00,302550.00,31.00,February 25,17.08,293.00,glens falls,"March 2, 2025",3.22,55900.00,66.94,88.64,97.74,9.37,5500000.00,30.09,52.51,77.22,179176.86,225598.70,277148.20,349407.00,423789.79
vineland_nj,metro,"Vineland, NJ",NJ,255940.07,256000.00,0.12,7.31,145635.14,146004.45,143998.20,149566.77,161069.17,189383.49,215940.79,231505.14,248917.65,255783.36,"February 28, 2025",4.40,346300.14,174416.00,200000.00,282033.00,27.00,February 25,22.92,358.00,vineland,"March 2, 2025",2.96,29200.00,70.45,91.96,98.84,7.55,3000000.00,36.07,61.02,84.20,141701.94,198752.66,269534.66,342999.15,342651.17
winchester_va,metro,"Winchester, VA",VA,368925.55,369000.00,0.22,4.34,215816.84,227166.92,237294.60,247891.67,257555.69,302070.41,338678.87,345106.45,359918.92,368528.54,"February 28, 2025",1.30,538605.84,251634.71,375500.00,409933.00,19.00,February 25,14.92,295.00,winchester,"March 2, 2025",1.65,33300.00,86.26,96.49,99.07,5.62,3000000.00,45.96,70.31,87.08,190538.20,248705.20,348934.93,487064.47,582224.19
augusta_me,metro,"Augusta, ME",ME,300866.01,301000.00,0.30,3.85,139017.73,145319.49,153209.05,161221.21,174856.44,225194.20,258863.24,275536.03,296130.35,300416.97,"February 28, 2025",5.30,429791.69,216755.76,279000.00,370817.00,32.00,February 25,18.25,294.00,augusta,"March 2, 2025",2.73,6400.00,73.01,91.82,98.00,10.38,506400.00,26.92,48.74,73.91,229080.92,263935.44,308949.70,349797.27,392886.89
weirton_wv,metro,"Weirton, WV",WV,125060.06,125000.00,0.67,6.93,73066.31,76056.72,80417.96,84444.81,89875.16,105076.51,113988.71,116015.14,120948.90,124646.28,"February 28, 2025",0.90,204990.09,63334.92,114500.00,149933.00,39.00,February 25,23.33,292.00,weirton,"March 2, 2025",2.37,4600.00,76.31,92.23,97.43,10.33,632700.00,28.44,48.96,71.21,52980.71,84423.63,139984.64,161972.69,200224.22
napa_ca,metro,"Napa, CA",CA,895443.95,895000.00,-0.02,0.84,602426.95,642656.23,678103.01,694631.30,709345.13,823403.18,884700.62,881453.95,896855.72,895541.13,"February 28, 2025",-1.20,1526651.10,672113.86,980000.00,1243833.00,51.00,February 25,27.67,323.00,napa,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,636604.36,735812.85,862537.90,1033999.80,1108639.72
new_bern_nc,metro,"New Bern, NC",NC,248573.88,249000.00,0.17,4.27,132593.02,137212.87,143489.65,149662.87,158864.97,184416.34,214824.91,230267.76,245213.39,248366.57,"February 28, 2025",3.00,384408.70,131162.51,266750.00,329550.00,24.00,February 25,18.17,423.00,new bern,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,182547.73,159863.49,261890.38,349978.76,427894.83
jackson_tn,metro,"Jackson, TN",TN,189774.08,190000.00,0.55,3.75,102780.16,105800.15,111367.02,119999.75,131887.49,152123.41,180505.99,182988.49,187359.46,189257.95,"February 28, 2025",1.60,324902.35,87486.02,175000.00,266633.00,42.00,February 25,26.83,604.00,jackson,"March 2, 2025",1.80,50400.00,83.62,94.30,97.94,8.39,2700000.00,34.07,55.66,75.61,242679.90,108005.85,217455.81,339544.74,457573.29
london_ky,metro,"London, KY",KY,145882.71,146000.00,1.80,5.65,86910.29,90752.17,95023.86,97434.08,102833.63,120325.09,134658.99,139602.38,140786.92,144594.54,"February 28, 2025",2.70,241711.80,78860.83,167000.00,245583.00,69.00,February 25,35.17,347.00,london,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,70570.84,104250.84,174694.44,238396.81,305703.41
beckley_wv,metro,"Beckley, WV",WV,134820.49,135000.00,0.95,9.20,80072.38,77970.78,79073.29,81065.71,84108.36,97298.32,111295.46,118110.18,130615.32,134189.01,"February 28, 2025",3.90,238759.43,73544.98,162500.00,189633.00,47.00,February 25,23.58,241.00,beckley,"March 2, 2025",2.37,4600.00,76.31,92.23,97.43,10.33,632700.00,28.44,48.96,71.21,59415.58,86565.65,151874.39,216573.30,286355.81
jonesboro_ar,metro,"Jonesboro, AR",AR,185467.16,185000.00,0.12,0.16,119509.84,122918.03,128558.38,134965.62,141080.86,156043.98,176103.29,183655.98,185329.46,185358.37,"February 28, 2025",-0.50,301004.10,99452.50,207500.00,238250.00,46.00,February 25,35.08,673.00,jonesboro,"March 2, 2025",2.00,16600.00,80.65,93.09,97.57,7.97,1100000.00,35.54,57.06,76.51,128848.42,111472.53,196261.05,290585.82,450321.36
goldsboro_nc,metro,"Goldsboro, NC",NC,173893.86,174000.00,0.41,0.96,108793.61,113108.93,117956.73,122396.32,130992.76,143388.21,162450.70,170115.99,175654.15,173537.00,"February 28, 2025",0.30,285933.18,83063.48,207500.00,271300.00,31.00,February 25,21.17,271.00,goldsboro,"March 2, 2025",1.56,73200.00,87.33,96.03,98.79,6.38,4100000.00,41.72,65.53,83.94,103560.11,102432.48,214526.83,320220.24,371184.40
sierra_vista_az,metro,"Sierra Vista, AZ",AZ,254050.86,254000.00,0.15,1.50,147920.72,151311.94,158933.05,175084.51,191709.92,215448.88,247526.50,246393.39,253406.48,253863.69,"February 28, 2025",0.50,378532.92,153758.92,267000.00,312000.00,40.00,February 25,34.75,585.00,sierra vista,"March 2, 2025",1.41,53500.00,90.58,97.51,99.38,5.68,2600000.00,45.54,70.29,88.08,161759.07,197580.35,262175.79,341502.28,435514.45
staunton_va,metro,"Staunton, VA",VA,306483.83,306000.00,0.58,5.10,182379.74,188178.01,196800.45,211184.53,223804.66,253696.76,282634.75,284678.55,297837.41,305593.41,"February 28, 2025",0.80,448001.27,219492.97,275000.00,343667.00,15.00,February 25,10.17,264.00,staunton,"March 2, 2025",1.65,33300.00,86.26,96.49,99.07,5.62,3000000.00,45.96,70.31,87.08,179392.04,218094.61,306094.28,394832.71,495344.58
dalton_ga,metro,"Dalton, GA",GA,235081.73,235000.00,0.40,5.31,116072.80,124645.30,133563.10,143007.93,152356.61,178773.38,208134.56,213731.73,230087.56,234617.67,"February 28, 2025",2.70,345574.25,158003.66,219000.00,297817.00,50.00,February 25,30.67,353.00,dalton,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,178632.95,246958.41,329290.15,417700.92
missoula_mt,metro,"Missoula, MT",MT,557868.73,558000.00,0.06,2.93,267756.15,286255.89,301351.03,313796.35,336249.55,447566.65,524466.56,525615.59,546883.45,557703.98,"February 28, 2025",3.50,783284.01,427115.18,550000.00,639617.00,,February 25,,429.00,missoula,"March 2, 2025",2.01,7000.00,82.35,94.24,98.47,8.12,457600.00,33.56,57.35,80.16,357635.04,435061.34,547683.92,675381.85,786964.33
hammond_la,metro,"Hammond, LA",LA,203915.57,204000.00,0.65,1.04,177852.56,176062.29,173013.00,176942.88,184406.99,201945.96,219048.70,210844.29,201759.57,203258.14,"February 28, 2025",-3.60,297011.28,113510.56,220000.00,254900.00,48.00,February 25,35.33,431.00,hammond,"March 2, 2025",2.05,21900.00,82.03,94.11,98.01,9.02,1500000.00,33.00,53.52,74.34,122731.79,147303.51,227180.45,297377.88,388989.83
flagstaff_az,metro,"Flagstaff, AZ",AZ,627410.76,627000.00,0.30,4.38,304165.49,332408.97,350943.06,366795.42,388888.63,489450.10,589549.95,586593.98,617407.54,626476.44,"February 28, 2025",3.80,956449.09,429420.69,635000.00,521633.00,36.00,February 25,29.83,644.00,flagstaff,"March 2, 2025",1.41,53500.00,90.58,97.51,99.38,5.68,2600000.00,45.54,70.29,88.08,321695.30,454654.66,639313.28,822154.91,1041968.36
lawton_ok,metro,"Lawton, OK",OK,136723.74,137000.00,0.45,4.26,96888.54,94195.06,93799.26,94922.94,97830.52,112382.31,125355.79,127203.30,133307.27,136419.06,"February 28, 2025",0.30,256873.76,66908.62,131250.00,148900.00,33.00,February 25,21.67,480.00,lawton,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,52065.27,59734.73,134246.16,266413.05,351203.53
sherman_tx,metro,"Sherman, TX",TX,282473.75,282000.00,0.43,1.72,137783.58,154306.62,174574.43,182792.00,192676.98,229909.37,275437.13,277371.23,280585.82,281863.47,"February 28, 2025",0.80,506388.65,172337.33,251608.00,334933.00,67.00,February 25,43.25,1057.00,sherman,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,151244.22,173803.41,272778.49,415112.59,574540.72
